company_name,contact_name,email,phone,country,lanes,fmc_id,trade_name,license_number,city,state,zip,street,carrier_type,qi_title,renewal_date,fax
DANIEL H. CHEUNG,DANIEL CHEUNG,,(650) 952-2502,UNITED STATES,,005627,ACE CONTAINER LINE,002764,SO. SAN FRANCISCO,CA,94080,436 N. CANAL STREET UNIT 14,NVOCC + FF,SOLE PROPRIETOR,2027-04-30,(650) 952-1964
A & A LTD.,STEVEN RENAUT,,(508) 999-1383,UNITED STATES,,005658,,002795,NEW BEDFORD,MA,02740,700 PLEASANT STREET STE 540,NVOCC + FF,PRESIDENT,2028-05-31,(508) 992-2835
"KAMIGUMI CO., LTD.",,,(033) 452-6413,JAPAN,,005693,,,651-0083 JAPAN,,,"NO 4-1-11 HAMABE-DORI, CHUO-KU KOBE-CITY HYOGO-PRE",NVOCC,,2028-09-23,(033) 452-6424
SANKYU INC.,,,(035) 484-3939,JAPAN,,005705,,,TOKYO 104-0054,,,"5-3, KACHIDOKI 6-CHOME CHUO-KU",NVOCC,,2028-10-02,(033) 353-1858
"F. R. T. INTERNATIONAL, INC.",KENNETH CHUNG,,(310) 604-8208,UNITED STATES,,005733,FRONTIER LOGISTICS SERVICES,003545,GARDENA,CA,90248,14439 S AVALON BLVD,NVOCC + FF,PRESIDENT,2027-05-31,(310) 604-3916
ALLGREEN WORLDWIDE EXPRESS CORPORATION,JOSHUA CHANG,,(847) 387-3411,UNITED STATES,,005836,AG GLOBAL SERVICES INCORPORATED,003337,ELGIN,IL,60123,2155 POINT BLVD. SUITE 200-A,NVOCC + FF,PRINCIPAL,2026-07-31,(847) 387-3917
"FOUR STAR CARGO, INC.",PAUL BUTLER,,(305) 717-6211,UNITED STATES,,005840,,005840,MIAMI,FL,33166,7640 NW 63RD STREET,NVOCC + FF,PRESIDENT,2027-10-31,(305) 477-0790
"LLOYD INTERNATIONAL, INC.",LLOYD GILLIS,,(781) 826-2478,UNITED STATES,,005921,,004444,SCITUATE,MA,02066,29 SEASIDE ROAD,NVOCC,PRESIDENT,2027-04-30,(781) 659-7174
MITSUI-SOKO (U.S.A.) INCORPORATED,ITSUKI GIGA,,(310) 639-3060,UNITED STATES,,005966,,003617,CARSON,CA,90746,1651 GLENN CURTISS STREET,NVOCC + FF,VICE PRESIDENT,2029-07-31,(310) 639-4060
"SEAFLET, INC.",CARLOS YEPES,,(305) 500-9661,UNITED STATES,,006042,,006042,MIAMI,FL,33182,13471 NW 19TH LANE,NVOCC + FF,PRESIDENT,2027-02-28,(305) 500-9904
"SINO-AM MARINE COMPANY, INC.",LIXIN ZHUO,,(310) 338-0978,UNITED STATES,,006053,,006053,CITY OF INDUSTRY,CA,91748,17800 CASTLETON STREET SUITE 588,NVOCC + FF,DIRECTOR,2027-03-31,(626) 988-8606
CONCORD EXPRESS (SHIPPING) LIMITED,,,,HONG KONG,,006054,,,"KOWLOON BAY, KOWLOON",,,"SUITE NO.08 ON 36/F., SKYLINE TOWER NO. 39 WANG KWONG ROAD",NVOCC,,2028-09-25,
"RAMA ENTERPRISES, INC.",NIPAT ROJANASOPONDIST,,(718) 932-2226,UNITED STATES,,006218,,006218,LONG ISLAND CITY,NY,11101,36-06 48TH AVENUE,NVOCC,PRESIDENT,2029-08-31,(718) 932-2226
"AIR-SEA FORWARDERS, INC.",PAUL TALLEY,,(310) 216-1616,UNITED STATES,,006323,ASF CONTAINER LINE,000903,INGLEWOOD,CA,90301,9009 LA CIENEGA BLVD.,NVOCC + FF,DIRECTOR/SECRETARY/COO/EXECUTIVE VICE PRESIDENT,2028-03-31,(310) 216-2625
PACIFIC STAR EXPRESS CORP.,,,,TAIWAN,,006329,,,TAIPEI CITY 103,,,"11F., NO. 62, NANJING W. RD., DATONG DIST.",NVOCC,,2028-09-24,
"DIRECT EXPRESS, INC.",CHRISTIAN ORTIZ,,(310) 324-2100,UNITED STATES,,006341,,006341,COMPTON,CA,90220,230 WEST CAROB STREET,NVOCC,DIRECTOR/PRESIDENT/CEO/TREASURER/CFO,2027-01-31,(310) 324-7500
SINO-AMERICAN CORPORATION,JIA YANG,,(626) 820-5588,UNITED STATES,,006365,SINO-AMERICAN LINE,006365,CITY OF INDUSTRY,CA,91789,1160 CENTRE DRIVE SUITE F,NVOCC,PRESIDENT,2027-05-31,(626) 820-5589
"APOLLO INTERNATIONAL FORWARDERS, INC.",ARMANDO GOMEZ,,(954) 565-9801,UNITED STATES,,006385,APOLLO WORLD SERVICES,002985,FT. LAUDERDALE,FL,33304,2455 EAST SUNRISE BLVD. SUITE 801,NVOCC + FF,PRESIDENT,2028-05-31,(954) 565-9805
CLEARFREIGHT INC,PETER PORSE,,(310) 726-0400,UNITED STATES,,006410,HARBOUR INTERNATIONAL,002995,EL SEGUNDO,CA,90245,1960 EAST GRAND AVENUE SUITE 700,NVOCC + FF,EXECUTIVE VICE PRESIDENT,2028-05-31,(310) 726-0401
"FAST-FLOW, INC",ANNIA DE PAZ,,(305) 593-9961,UNITED STATES,,006430,,002909,MIAMI,FL,33166,8045-8055 NW 68TH STREET,NVOCC + FF,VICE PRESIDENT,2028-09-30,(305) 593-0785
FRACHT FWO INC.,GERARDO CAMPANUCCI,,(281) 227-1700,UNITED STATES,,006434,HELVETIA CONTAINER LINE,002934,HOUSTON,TX,77060,16701 GREENSPOINT PARK DRIVE SUITE 300,NVOCC + FF,CHIEF COMMERCIAL OFFICER,2029-04-30,(281) 227-1792
GREAT WORLD EXPRESS CORPORATION,JUDY TING,,(650) 873-9050,UNITED STATES,,006450,,002926,SO. SAN FRANCISCO,CA,94080,518 ECCLES AVE.,NVOCC + FF,PRESIDENT,2029-06-30,(650) 873-7029
"INTERSTATE INTERNATIONAL, INC.","ARTHUR (BUD) MORRISSETT, IV",,(703) 569-2121,UNITED STATES,,006461,,002924,SPRINGFIELD,VA,22152,5801 ROLLING ROAD,NVOCC + FF,VICE PRESIDENT/DIRECTOR,2029-04-30,(770) 356-9300
"JOHN S. CONNOR, INC.","PAUL CONNOR, JR.",,(410) 863-0211,UNITED STATES,,006471,J.S. CONNOR CONTAINER LINE,000496,GLEN BURNIE,MD,21061,799 CROMWELL PARK DRIVE SUITE A,NVOCC + FF,PRESIDENT,2028-06-30,(410) 863-1377
OCEANAIR INC.,JOSHUA KAPLAN,,(781) 286-2700,UNITED STATES,,006501,"OASIS, A DIVISION OF OCEANAIR, INC.",002977,PEABODY,MA,01960,5 CENTENNIAL DRIVE SUITE 400,NVOCC + FF,DIRECTOR OF EXPORT OPERATIONS,2028-07-31,(781) 286-4377
"UNIT INTERNATIONAL, INC.",NANCY POWERS,,(904) 744-0273,UNITED STATES,,006536,,002892,JACKSONVILLE,FL,32225,9485 REGENCY SQUARE BLVD. STE 110,NVOCC + FF,CEO,2028-02-28,(904) 744-3547
"WILLIAM L. GRIFFIN & COMPANY, INC.",WILLIAM GRIFFIN,,(952) 854-2600,UNITED STATES,,006545,GRIFFIN & COMPANY LOGISTICS,003012,MINNEAPOLIS,MN,55431,9201 PENN AVE. S. STE 1,NVOCC + FF,PRESIDENT/CEO,2029-02-28,(952) 854-2603
C.HARTWIG GDYNIA SPOLKA AKCYJNA,ANNA ZADROGA,,(848) 247-9995,POLAND,,006589,C.HARTWIG TRANSPORT,006589,81-303 GDYNIA,,,KIELECKA 2,NVOCC,CUSTOMER SERVICE MANAGER/PLENIPOTENTIARY,2028-09-30,
DELTAMAX FREIGHT SYSTEM CORPORATION,JACK KAO,,(310) 338-1411,UNITED STATES,,006628,,006628,INGLEWOOD,CA,90304,10834 S. LA CIENEGA BLVD.,NVOCC,PRESIDENT,2029-08-31,(310) 338-1425
BEST SHIPPING LTD.,,,(441) 292-8080,BERMUDA,,006672,BEST SHIPPING,,PEMBROKE HM02,,,1 CANAL LANE,NVOCC,,2028-10-11,(441) 295-1713
MARUBENI TRANSPORT SERVICE CORP.,KEIICHIRO KUNIKATA,,(469) 687-9240,UNITED STATES,,006689,,003778,PLANO,TX,75024,5340 LEGACY DRIVE SUITE 130,NVOCC + FF,VICE PRESIDENT,2028-08-31,
"SEA-BRIDGE INTERNATIONAL, INC.",DONALD GUERRAZZI,,(732) 225-7888,UNITED STATES,,006729,,006729,MONROE,NJ,08831,20 S. MIDDLESEX AVE,NVOCC + FF,PRESIDENT,2026-09-30,(732) 225-3888
"MEISTER TRANSPORT, INC.",,,(632) 527-8307,PHILIPPINES,,006897,MTI-TRANSPACIFIC SHIPPING,,MANILA 1002,,,"636 HHC BLDG., VICTORIA COR. BASCO STREETS INTRAMUROS",NVOCC,,2028-09-10,(632) 527-3946
"PENTRANS, INC.",ALLAN FULKS,,(281) 209-8800,UNITED STATES,,006911,,006911,HOUSTON,TX,77073,1211 RICHEY ROAD,NVOCC,ASSISTANT VICE PRESIDENT,2029-01-31,(281) 209-8807
EXPRESS LINE CORP.,KA SHUN CHUNG,,(310) 645-1355,UNITED STATES,,006930,,003195,INGLEWOOD,CA,90301,901 W. ARBOR VITAE STREET,NVOCC + FF,DIRECTOR OF OCEAN FREIGHT,2028-05-31,(310) 338-1095
INTERNATIONAL TRANSPORT MANAGEMENT CORP.,SILVIA SCHMID,,(201) 757-0098,UNITED STATES,,006946,ITM LINE,003089,FLEMINGTON,NJ,08822,15 MAIN STREET UNIT 951,NVOCC,VICE-PRESIDENT,2028-09-30,
PLEXIS SERVICES INC.,FERRY SOEN,,(310) 215-3725,UNITED STATES,,006962,PLEXIS FREIGHT,006962,INGLEWOOD,CA,90301,815-817 WEST ARBOR VITAE STREET,NVOCC,SECRETARY,2027-02-28,(310) 215-3948
MAGELLAN SHIPPING INC.,,,(201) 569-3838,UNITED STATES,,006999,,003076,SADDLE BROOK,NJ,07663,250 PEHLE AVE SUITE 200,NVOCC + FF,,2028-06-29,(201) 569-0064
LAPARKAN TRADING LIMITED,GLEN KHAN,,(305) 836-4393,UNITED STATES,,007045,,007045,MIAMI,FL,33147,3775 NW 77TH STREET,NVOCC,CHAIRMAN/CEO,2027-05-31,(305) 696-0958
"AMERICAN OCEAN FREIGHT SERVICES, INC.",MARTHA WIKSTROM,,(713)956-7097,UNITED STATES,,007068,,007068,HOUSTON,TX,77055,8200 WESTVIEW DRIVE,NVOCC,PRESIDENT,2027-08-31,(713) 956-5403
AIR SEA TRANSPORT INC.,,,,TAIWAN,,007075,,,TAIPEI,,,"10 FL., NO. 71 SUNG CHIANG ROAD",NVOCC,,2028-09-26,
"I.C.E. TRANSPORT CO., INC.",W. ROZEK,,(732) 516-9555,UNITED STATES,,007127,INTERCONTINENTAL EXPRESS,007127,NEW PROVIDENCE,NJ,07974,219 SOUTH STREET SUITE 100,NVOCC,PRESIDENT,2029-07-31,(732) 516-9777
"FLORIDA INTERNATIONAL FORWARDERS, INC.",JOSE CABALLERO,,(305) 863-6311,UNITED STATES,,007299,FIF LOGISTICS,004532,MIAMI,FL,33147,3722 NW 73RD STREET,NVOCC + FF,PRESIDENT,2029-02-28,(305) 863-6366
"UNITED CARGO MANAGEMENT, INC.",THOMAS LEE,,(310) 225-3099,UNITED STATES,,007305,,007305,NORWALK,CA,90650,12501 IMPERIAL HWY SUITE 310,NVOCC,PRESIDENT,2028-05-31,(310) 225-3639
"STRAIGHTWAY, INC.",DANIEL GREGG,,(810) 229-9645,UNITED STATES,,007316,,003901,BRIGHTON,MI,48114,5107 WHITE OAK LANE SUITE 200,NVOCC + FF,PRESIDENT,2028-01-31,(810) 522-6374
"SEA RANK INTERNATIONAL, INC.",SAMUEL CHEN,,(206) 363-8888,UNITED STATES,,007345,,003149,SEATTLE,WA,98155,15020 BOTHELL WAY N.E. SUITE 100,NVOCC + FF,PRESIDENT,2027-09-30,(206) 363-8667
"INTERNATIONAL FREIGHT TRANSPORT, INC.",KRISTINE BORDEN,,(908) 490-1020,UNITED STATES,,007367,,003110,FANWOOD,NJ,07023,88 SOUTH AVENUE,NVOCC + FF,SECRETARY,2026-10-31,(908) 490-1040
RAM INTERNATIONAL INCORPORATED,JEFFREY ROTHERMICH,,(314) 427-3000,UNITED STATES,,007383,FLAT WORLD GLOBAL SOLUTIONS,003096,O'FALLON,MO,63368,2342 TECHNOLOGY DRIVE SUITE 310,NVOCC + FF,"MANAGING DIRECTOR, CO-OWNER",2028-06-30,(314) 427-5068
"TRANS CONTINENTAL CARGO, INC.","NOEL BARBA, JR",,(305) 592-5877,UNITED STATES,,007388,TCC INTERNATIONAL,003126,MIAMI,FL,33166,8551 N.W. 72ND STREET,NVOCC + FF,PRESIDENT,2029-06-30,(305) 592-9918
"ZUST BACHMEIER OF SWITZERLAND, INC.",ROBERT SHOEMAKER,,(410) 536-0007,UNITED STATES,,007390,VECTURA OCEAN LINES,003116,HANOVER,MD,21076,1349 CHARWOOD ROAD,NVOCC + FF,EXECUTIVE VICE PRESIDENT/SECRETARY,2029-06-30,(410) 536-5657
"GRAEBEL MOVERS INTERNATIONAL, INC.",WILLIAM GRAEBEL,,(303) 214-6683,UNITED STATES,,007424,,003752,AURORA,CO,80011,16346 AIRPORT CIRCLE,NVOCC + FF,CEO/CHAIRMAN OF THE BOARD,2027-02-28,
"SENTRY HOUSEHOLD SHIPPING, INC.",DEBORAH PASSMORE,,(904) 390-7100,UNITED STATES,,007434,SUDDATH INTERNATIONAL,007434,JACKSONVILLE,FL,32207,815 S. MAIN STREET,NVOCC + FF,VICE PRESIDENT,2029-04-30,(904) 306-7634
"FIDELITY TRANSPORT, INC.",JAMES PYUN,,(714) 752-6463,UNITED STATES,,007440,,003209,BUENA PARK,CA,90621,8185 4TH STREET UNIT A,NVOCC,PRESIDENT/MANAGER,2028-09-30,(714) 752-6456
"OVEROCEANS, INC.",GEORGE SMITH,,(281) 443-8253,UNITED STATES,,007444,,004575,HOUSTON,TX,77032,18201 VISCOUNT ROAD,NVOCC + FF,CEO,2028-05-31,(281) 443-3051
"SYSTEMS AMERICAN CARGO, INC.",ERNESTO HERNANDEZ,,(305) 477-2500,UNITED STATES,,007466,LOGISTIC CARGO LINES,003136,MIAMI,FL,33172,2025 N.W. 102ND AVENUE WAREHOUSE 104,NVOCC + FF,DIRECTOR,2029-06-30,(305) 592-0209
THE CAMELOT COMPANY,THOMAS CASE,,(847) 678-5400,UNITED STATES,,007467,PURPLE STAR LINE,003137,SCHILLER PARK,IL,60176,9865 WEST LELAND AVENUE,NVOCC + FF,CHAIRMAN OF BOARD,2029-07-31,(847) 671-9077
SUTTONS INTERNATIONAL (N.A.) INC.,PAUL JOHNSON,,(732) 549-3535,UNITED STATES,,007479,,007479,HOLMDEL,NJ,07733,"101 CRAWFORDS CORNER ROAD BUILDING 4, FLOOR 2",NVOCC,"VICE PRESIDENT, HEAD OF OPERATIONS - AMERICAS",2028-09-30,(732) 549-3535
SPEEDMARK CONSOLIDATION SERVICE LTD.,,,,TAIWAN,,007493,,,TAIPEI,,,"7F., NO.277 SONGREN RD XINYI DIST.",NVOCC,,2028-10-17,
PERFECT EXPRESS CORP.,VINCENT LU,,(630) 860-0222,UNITED STATES,,007500,,007500,BENSENVILLE,IL,60106,831 FOSTER AVENUE,NVOCC,TREASURER,2028-10-31,(630) 860-9522
"FORMOSA CONTAINER LINE, INC.",CHARLES CHIU,,(310) 630-0588,UNITED STATES,,007505,,007505,TORRANCE,CA,90501,2441 W 205TH ST. STE C200E,NVOCC + FF,SECRETARY,2028-05-31,(310) 660-6340
"SERRA INTERNATIONAL, INC.",JEANETTE GIOIA,,(201) 860-9600,UNITED STATES,,007526,,000282,JERSEY CITY,NJ,07302,75 MONTGOMERY STREET SUITE 300,NVOCC + FF,PRESIDENT/DIRECTOR,2028-02-28,(201) 716-4822
"TRI STAR FREIGHT SYSTEM, INC.",KATHLEEN NANCE,,(713) 631-1095,UNITED STATES,,007551,,003146,HOUSTON,TX,77028,5407 MESA DRIVE,NVOCC + FF,DIRECTOR/CEO/PRESIDENT,2027-06-30,(713) 631-1099
NEDRAC INCORPORATED,DAVID CARDEN,,(760) 345-9621,UNITED STATES,,007561,NEDRAC CONTAINER LINES,003148,PALM DESERT,CA,92211,77933 LAS MONTANAS ROAD SUITE 205-B,NVOCC + FF,PRESIDENT,2027-08-31,(760) 345-9641
"UNI-TRANS ILLINOIS CONSOLIDATED, INC.",WONG (FELIX) WAH,,(630) 860-9670,UNITED STATES,,007619,,007619,BENSENVILLE,IL,60106,1030 W. IRVING PARK ROAD,NVOCC,PRESIDENT,2026-09-30,(630) 860-9686
"LOGFRET, INC.",ELIO LEVY,,(201) 817-1146,UNITED STATES,,007636,,007636,SECAUCUS,NJ,07094,1 COUNTY ROAD SUITE A7,NVOCC + FF,EXECUTIVE VICE PRESIDENT,2029-06-30,(201) 656-6611
"MASTER FORWARDING NETWORK, INC.",GEORGE RUTNAM,,(213) 739-2092,UNITED STATES,,007671,TRANSOCEANIC CONTAINER LINES,002279,LOS ANGELES,CA,90071,515 SOUTH FLOWER STREET SUITE 1829,NVOCC + FF,PRESIDENT,2028-09-30,(213) 739-1517
"CARIBBEAN AMERICAN FREIGHT, INC.",JESSICA TRUJILLO,,(305) 592-2225,UNITED STATES,,007699,,007699,DORAL,FL,33172,9393 N.W. 13TH STREET,NVOCC,VICE PRESIDENT,2028-09-30,(305) 592-9739
TRINFORWARDING INTERNATIONAL INC.,AZAD ALI,,(305) 887-9725,UNITED STATES,,007785,U.S. ATLANTIC FREIGHT LINES,007785,PEMBROKE PINES,FL,33028,13700 NW 18TH STREET,NVOCC,PRESIDENT,2028-05-31,(305) 887-4897
"GAP FORWARDING, INC.",MICHAEL LEWIS,,(305) 477-2652,UNITED STATES,,007791,CARIBBEAN SHIPPING & CONSOLIDATING,003170,MIAMI,FL,33178,11411 NW 107 STREET SUITE 24,NVOCC + FF,DIRECTOR,2028-10-31,(305) 805-5769
"CHEETAH EXPRESS, INC.",RICHARD WU,,(224) 366-5388,UNITED STATES,,007808,,007808,ELK GROVE VILLAGE,IL,60007,835 GREENLEAF AVENUE,NVOCC,PRESIDENT,2028-08-31,224-366-5389
"ALLIANCE SHIPPERS, INC.",TIMOTHY DE LA TORRE,,(562) 240-2200,UNITED STATES,,007811,ALLIANCE INTERNATIONAL,003347,LONG BEACH,CA,90802,180 E. OCEAN BLVD SUITE 100,NVOCC + FF,EXECUTIVE VICE PRESIDENT,2027-07-31,(562) 240-2250
"SANKYU U.S.A., INCORPORATED",TAKESHI ITOH,,(630) 595-3009,UNITED STATES,,007821,,003179,ITASCA,IL,60143,555 PIERCE ROAD SUITE 125,NVOCC + FF,PRES/SEC/TREAS/DIR,2028-09-30,(630) 595-3314
"AMBASSADOR INTERNATIONAL, LTD.",ARTHUR (BUD) MORRISSETTE IV,,(703) 569-2121,UNITED STATES,,007855,,003466,SPRINGFIELD,VA,22152,5801 ROLLING ROAD,NVOCC + FF,CEO,2027-06-30,(703) 569-7176
ANTILLES FREIGHT CORPORATION,EDUARDO LOPEZ,,(305) 688-5488,UNITED STATES,,007870,,007870,MIAMI,FL,33167,11206 N.W. 36TH AVENUE,NVOCC + FF,PRESIDENT,2028-10-31,(305) 688-9651
"SEA TRADE INTERNATIONAL, INC.",JUN KONG,,(201) 422-0500,UNITED STATES,,007912,,007912,SECAUCUS,NJ,07094,100 LIGHTING WAY,NVOCC + FF,DIRECTOR/PRESIDENT,2029-02-28,(201) 422-0500
MYUNG KEE KWON,MYUNG KWON,,(310) 293-6534,UNITED STATES,,007929,ALLIANCE TRANSPORT CO.,007929,GLENDALE,CA,91206,1234 STANLEY AVENUE SUITE 104,NVOCC,SOLE PROPRIETOR,2026-09-30,(310) 464-9205
"SUMITOMO WAREHOUSE (U.S.A.), INC.",RYOHEI YAMAMOTO,,(310) 769-0205,UNITED STATES,,007932,,003407,TORRANCE,CA,90502,19301 PACIFIC GATEWAY DRIVE PACIFIC GATEWAY CENTER,NVOCC + FF,VICE PRESIDENT,2028-07-31,
"SPEEDMARK TRANSPORTATION, INC.",DAVID DRISCOLL,,(650) 259-9181,UNITED STATES,,007987,,007987,BURLINGAME,CA,94010,1525 ADRIAN RD,NVOCC,GENERAL PARTNER,2028-07-31,(650) 259-9187
"ALOMAR TRANSPORT, INC.",MARIA AUGUSTIN,,(718) 481-7070,UNITED STATES,,007990,,003208,VALLEY STREAM,NY,11581,65 ROOSEVELT AVENUE SUITE 200,NVOCC + FF,PRESIDENT,2028-08-31,(718) 481-9161
TOTAL TRANSPORT SERVICES INC.,LAWRENCE MCCAFFREY,,(516) 872-3800,UNITED STATES,,007991,,003211,VALLEY STREAM,NY,11581,145 HOOK CREEK BLVD. BUILDING B6B,NVOCC + FF,TREASURER,2029-01-31,(516) 872-3840
"PACIFIC EXPRESS, INC.",DANIEL CHAR,,(847) 952-1010,UNITED STATES,,008001,,008001,ELK GROVE VILLAGE,IL,60007,700 NICHOLAS BLVD. STE. 104,NVOCC,PRESIDENT/SECRETARY,2028-01-31,(847) 952-1021
"NEW YORK'S CARGO EXPORTERS (NYCE), INC.",MARK NADELL,,(631) 243-2020,UNITED STATES,,008005,THE DELCO GROUP,008005,GREAT RIVER,NY,11739,"3500 SUNRISE HIGHWAY, BUILDING 200 SUITE 2104A",NVOCC,PRESIDENT,2028-05-31,(631) 243-3030
INTERMODAL SYSTEMS LIMITED,,,,HONG KONG,,008006,,,HONG KONG,,,"118 CONNAUGHT ROAD WEST 9/FL., ROOM 905",NVOCC,,2028-09-16,
"AMERICAN RED BALL INTERNATIONAL, INC.",JOHN (JACK) GRIFFIN,,(812) 424-2222,UNITED STATES,,008039,,003277,EVANSVILLE,IN,47711,1212 SAINT GEORGE ROAD,NVOCC + FF,CHAIRMAN/PRESIDENT,2028-07-31,(814) 421-7125
"TRANSWAY AIRFREIGHT CARGO, INC.",LILO CASADO,,(305) 593-2244,UNITED STATES,,008074,TRANSWAY OCEAN,003224,MIAMI,FL,33122,2225 NW 70TH AVENUE,NVOCC + FF,PRESIDENT,2029-04-30,(305) 477-8018
"C F T CARGO, INCORPORATED",LUIS ERASO,,(305) 592-4534,UNITED STATES,,008124,,003836,MIAMI,FL,33166,7854 N.W. 46TH STREET,NVOCC + FF,PRESIDENT,2029-06-30,(305) 592-4539
"AIR POWER INTERNATIONAL EXPRESS (U.S.A.), INC",ROBERT GO,,(310) 641-0830,UNITED STATES,,008131,,008131,LOS ANGELES,CA,90045,8366 ISIS AVENUE,NVOCC,PRESIDENT,2029-01-31,(310) 641-0967
IKAROS TRANSPORT CORP.,DEAN ZOGRAFAKIS,,(516) 599-7400,UNITED STATES,,008132,I.T.C. INTERNATIONAL,003887,EAST ROCKAWAY,NY,11518,500 OCEAN AVENUE,NVOCC + FF,TREASURER/DIRECTOR,2028-07-31,(516) 599-7418
SCHAEFER TRANS INC.,JOSUE CRUZ FERNANDEZ,,(516) 561-2800,UNITED STATES,,008144,,008144,EAST ROCKAWAY,NY,11518,580 ATLANTIC AVENUE,NVOCC,VICE PRESIDENT,2027-04-30,(516) 561-2870
P. MALINBAUM COMPANY,DIMITRI MALINBAUM,,(310) 632-2555,UNITED STATES,,008157,ETC INTERNATIONAL FREIGHT SYSTEM,003230,TORRANCE,CA,90501,20695 WESTERN AVENUE SUITE 241,NVOCC + FF,PRESIDENT/VICE PRESIDENT/SECRETARY,2026-10-31,(310) 632-3044
NEW K.S.A.I. INC.,DANIEL BENOIT,,(310) 325-7577,UNITED STATES,,008177,KSA AMERICA LINE,004042,TORRANCE,CA,90505,3109 LOMITA BLVD.,NVOCC + FF,VICE PRESIDENT/DIRECTOR,2027-02-28,(310) 325-7484
"VIKING FREIGHT CONSOLIDATORS, INC.",BRYAN VALDES,,(305) 885-8150,UNITED STATES,,008239,,008239,MIAMI,FL,33178,11600 NW 91 STREET SUITE 15,NVOCC,PRESIDENT,2026-09-30,(305) 885-8820
"CARGO BROKERS INTERNATIONAL, INC.",NICOLE STEINMETZ,,(678) 538-1100,UNITED STATES,,008247,MARTAINER OCEAN LINES,004355,ELLENWOOD,GA,30294,4500 SOUTH PARK BLVD SUITE 100,NVOCC + FF,"CEO, SECRETARY",2027-05-31,
"SEAGATE STEAMSHIP LINES, INC.",KAJ JENSEN,,(205) 328-2343,UNITED STATES,,008291,,008291,BIRMINGHAM,AL,35201,244 W. VALLEY AVENUE,NVOCC,PRESIDENT,2028-01-31,
"AIR 7 SEAS TRANSPORT LOGISTICS, INC.",POONAM DHAMIJA,,(510) 468-8270,UNITED STATES,,008295,,002724,MILPITAS,CA,95035,1815 HOURET COURT,NVOCC + FF,CFO,2029-04-30,(408) 957-7557
SHIPCO TRANSPORT INC.,ROBERT ZORZI,,(201) 216-1500,UNITED STATES,,008352,,008352,HOBOKEN,NJ,07030,80 WASHINGTON STREET,NVOCC,CHIEF OPERATING OFFICER - AMERICAS REGION,2027-02-28,(201) 216-9550
"FINN CONTAINER CARGO SERVICES, INC.",CARL FORSTEN,,(713) 961-5200,UNITED STATES,,008400,,008400,HOUSTON,TX,77033,6003 MURPHY ST,NVOCC,PRESIDENT/OWNER,2028-10-31,(713) 961-4088
"WORLDWIDE CONTAINER TRANSFER, CORP.",LY LI (LILY) PANG,,(650) 583-6527,UNITED STATES,,008416,W.C.T. CORP,008416,SOUTH SAN FRANCISCO,CA,94080,395 OYSTER POINT BLVD SUITE 213,NVOCC,ASSISTANT VICE PRESIDENT OPERATIONS,2029-06-30,
J.G. INTERNATIONAL FREIGHT CORPORATION,JIM GALVEZ,,(310) 337-6300,UNITED STATES,,008423,,004404,INGLEWOOD,CA,90301,813 WEST ARBOR VITAE STREET,NVOCC + FF,PRESIDENT,2028-04-30,(310) 337-6305
"INTERCONEX, INC.",KARIM TALBOT,,(630) 246-7100,UNITED STATES,,008430,,008430,ELGIN,IL,60124,1380 GATEWAY DRIVE SUITE #5,NVOCC + FF,PRESIDENT,2026-10-31,(630) 246-7100
"ALLSTATES WORLDWIDE MOVERS, INC.",MICHAEL PERKINS,,(516) 441-5200,UNITED STATES,,008444,,008444,GREAT NECK,NY,11021,305 NORTHERN BOULEVARD SUITE 106,NVOCC,PRESIDENT,2027-04-30,(516) 439-4791
"FUJI UN-YU CO., LTD.",,,(813) 321-8040,JAPAN,,008464,,,"TOKYO, 105-0012",,,"4/F., SHIBADAIMON-TAKEI BLDG. 1-6-3 SHIBADAIMON, MINATO-KU",NVOCC,,2028-10-17,(813) 321-8050
"C.H. ROBINSON INTERNATIONAL, INC.",AHMAD-ALI ASHRAF,,(952) 683-2800,UNITED STATES,,008531,"C.H. ROBINSON FREIGHT SERVICES, LTD.",003282,EDEN PRAIRIE,MN,55347,14701 CHARLSON ROAD,NVOCC + FF,QI OCEAN FMC LICENSE,2028-02-28,(000) 000-0000
ALPINE EXPRESS CORPORATION,BETTY LIM,,(310) 645-6688,UNITED STATES,,008556,,003736,INGLEWOOD,CA,90301,750 S. GLASGOW AVENUE 2ND FLOOR,NVOCC + FF,PRESIDENT/CFO,2029-06-30,(310) 645-7919
"HOHENSTEIN & COMPANY, INC.","JOHN HOHENSTEIN, III",,(912) 234-8118,UNITED STATES,,008566,,008566,SAVANNAH,GA,31406,301 NOBLE OAKS DR. UNIT 2201,NVOCC,PRESIDENT,2027-06-30,
"DARTRANS, INC.",DOLORES CHIVERAL,,(410) 633-4450,UNITED STATES,,008569,GATEWAY OCEAN,003285,BALTIMORE,MD,21224,1107 NORTH POINT BLVD STE 226,NVOCC + FF,ASSISTANT SECRETARY OF THE CORPORATION,2028-05-31,
SCANWELL CONTAINER LINE LTD.,,,,HONG KONG,,008571,,,KOWLOON BAY,,,"ROOM 606, 6/F., BLOCK B PO LUNG CENTRE, 11 WANG CHIU ROAD",NVOCC,,2028-08-19,
